844
0,18
14,32
28,46
42,60
56,74
70,88
84,102
98,116
112,130
126,144
140,158
154,172
168,186
182,200
196,214
210,228
224,242
238,256
252,270
266,284
280,298
294,312
308,326
322,340
336,354
350,368
364,382
378,396
392,410
406,424
420,438
434,452
448,466
462,480
476,494
490,508
504,522
518,536
532,550
546,564
560,578
574,592
588,606
602,620
616,634
630,648
644,662
658,676
672,690
686,704
700,718
714,732
728,746
742,760
756,774
770,788
784,802
798,816
812,830
826,844
840,858
854,872
868,886
882,900
896,914
910,928
0,22
16,38
32,54
48,70
64,86
80,102
96,118
112,134
128,150
144,166
160,182
176,198
192,214
208,230
224,246
240,262
256,278
272,294
288,310
304,326
320,342
336,358
352,374
368,390
384,406
400,422
416,438
432,454
448,470
464,486
480,502
496,518
512,534
528,550
544,566
560,582
576,598
592,614
608,630
624,646
640,662
656,678
672,694
688,710
704,726
720,742
736,758
752,774
768,790
784,806
800,822
816,838
832,854
848,870
864,886
880,902
896,918
912,934
0,26
20,46
40,66
60,86
80,106
100,126
120,146
140,166
160,186
180,206
200,226
220,246
240,266
260,286
280,306
300,326
320,346
340,366
360,386
380,406
400,426
420,446
440,466
460,486
480,506
500,526
520,546
540,566
560,586
580,606
600,626
620,646
640,666
660,686
680,706
700,726
720,746
740,766
760,786
780,806
800,826
820,846
840,866
860,886
880,906
900,926
4,22
18,36
32,50
46,64
60,78
74,92
88,106
102,120
116,134
130,148
144,162
158,176
172,190
186,204
200,218
214,232
228,246
242,260
256,274
270,288
284,302
298,316
312,330
326,344
340,358
354,372
368,386
382,400
396,414
410,428
424,442
438,456
452,470
466,484
480,498
494,512
508,526
522,540
536,554
550,568
564,582
578,596
592,610
606,624
620,638
634,652
648,666
662,680
676,694
690,708
704,722
718,736
732,750
746,764
760,778
774,792
788,806
802,820
816,834
830,848
844,862
858,876
872,890
886,904
900,918
914,932
4,26
20,42
36,58
52,74
68,90
84,106
100,122
116,138
132,154
148,170
164,186
180,202
196,218
212,234
228,250
244,266
260,282
276,298
292,314
308,330
324,346
340,362
356,378
372,394
388,410
404,426
420,442
436,458
452,474
468,490
484,506
500,522
516,538
532,554
548,570
564,586
580,602
596,618
612,634
628,650
644,666
660,682
676,698
692,714
708,730
724,746
740,762
756,778
772,794
788,810
804,826
820,842
836,858
852,874
868,890
884,906
900,922
916,938
4,30
24,50
44,70
64,90
84,110
104,130
124,150
144,170
164,190
184,210
204,230
224,250
244,270
264,290
284,310
304,330
324,350
344,370
364,390
384,410
404,430
424,450
444,470
464,490
484,510
504,530
524,550
544,570
564,590
584,610
604,630
624,650
644,670
664,690
684,710
704,730
724,750
744,770
764,790
784,810
804,830
824,850
844,870
864,890
884,910
904,930
8,26
22,40
36,54
50,68
64,82
78,96
92,110
106,124
120,138
134,152
148,166
162,180
176,194
190,208
204,222
218,236
232,250
246,264
260,278
274,292
288,306
302,320
316,334
330,348
344,362
358,376
372,390
386,404
400,418
414,432
428,446
442,460
456,474
470,488
484,502
498,516
512,530
526,544
540,558
554,572
568,586
582,600
596,614
610,628
624,642
638,656
652,670
666,684
680,698
694,712
708,726
722,740
736,754
750,768
764,782
778,796
792,810
806,824
820,838
834,852
848,866
862,880
876,894
890,908
904,922
918,936
8,30
24,46
40,62
56,78
72,94
88,110
104,126
120,142
136,158
152,174
168,190
184,206
200,222
216,238
232,254
248,270
264,286
280,302
296,318
312,334
328,350
344,366
360,382
376,398
392,414
408,430
424,446
440,462
456,478
472,494
488,510
504,526
520,542
536,558
552,574
568,590
584,606
600,622
616,638
632,654
648,670
664,686
680,702
696,718
712,734
728,750
744,766
760,782
776,798
792,814
808,830
824,846
840,862
856,878
872,894
888,910
904,926
8,34
28,54
48,74
68,94
88,114
108,134
128,154
148,174
168,194
188,214
208,234
228,254
248,274
268,294
288,314
308,334
328,354
348,374
368,394
388,414
408,434
428,454
448,474
468,494
488,514
508,534
528,554
548,574
568,594
588,614
608,634
628,654
648,674
668,694
688,714
708,734
728,754
748,774
768,794
788,814
808,834
828,854
848,874
868,894
888,914
908,934
12,30
26,44
40,58
54,72
68,86
82,100
96,114
110,128
124,142
138,156
152,170
166,184
180,198
194,212
208,226
222,240
236,254
250,268
264,282
278,296
292,310
306,324
320,338
334,352
348,366
362,380
376,394
390,408
404,422
418,436
432,450
446,464
460,478
474,492
488,506
502,520
516,534
530,548
544,562
558,576
572,590
586,604
600,618
614,632
628,646
642,660
656,674
670,688
684,702
698,716
712,730
726,744
740,758
754,772
768,786
782,800
796,814
810,828
824,842
838,856
852,870
866,884
880,898
894,912
908,926
12,34
28,50
44,66
60,82
76,98
92,114
108,130
124,146
140,162
156,178
172,194
188,210
204,226
220,242
236,258
252,274
268,290
284,306
300,322
316,338
332,354
348,370
364,386
380,402
396,418
412,434
428,450
444,466
460,482
476,498
492,514
508,530
524,546
540,562
556,578
572,594
588,610
604,626
620,642
636,658
652,674
668,690
684,706
700,722
716,738
732,754
748,770
764,786
780,802
796,818
812,834
828,850
844,866
860,882
876,898
892,914
908,930
12,38
32,58
52,78
72,98
92,118
112,138
132,158
152,178
172,198
192,218
212,238
232,258
252,278
272,298
292,318
312,338
332,358
352,378
372,398
392,418
412,438
432,458
452,478
472,498
492,518
512,538
532,558
552,578
572,598
592,618
612,638
632,658
652,678
672,698
692,718
712,738
732,758
752,778
772,798
792,818
812,838
832,858
852,878
872,898
892,918
912,938
